node,aid,title,ctime,tid,tname,pubdate,duration
951953890,823733283,很内向，出门只走下水道,1679203804,47,短片·手书·配音,1680138000,195
951953890,397083786,10秒让你血压飙升,1680531610,17,单机游戏,1680531610,71
951953890,909887414,相当炸裂的壁咚！,1681470165,138,搞笑,1681470165,75
951953890,611851137,打不开老干妈的猫猫,1680188674,138,搞笑,1680188674,57
951953890,525841836,课桌恶魔2！,1678504609,138,搞笑,1678504609,76
951953890,396905155,没有国家级病例来不了我们学校！,1680423241,138,搞笑,1680423241,64
951953890,564864260,课桌恶魔！,1672906288,138,搞笑,1672906288,29
951953890,654306277,炸裂！《越狱兔》到底有多离谱？动画界最强战力？,1680265483,253,动漫杂谈,1680265483,441
951953890,739450380,瑶妹,1680425970,138,搞笑,1680425970,26
951953890,994317608,那个被骂上热搜的高三女生，得到大家的道歉了吗？,1680244206,138,搞笑,1680250800,301
951953890,951826525,电梯广告要是这样拍，谁还看手机啊？,1680172417,138,搞笑,1680177600,54
951953890,864694107,我真不是贼啊！,1676956330,138,搞笑,1676970000,66
951953890,697016264,谁懂啊！在泳池边看见四个跳舞的美少女！,1680717745,255,手势·网红舞,1680753900,32
951953890,994241626,看—我—降—魔！,1679819669,138,搞笑,1679819669,61
951953890,564420623,女神！我眉毛哪去了啊！,1672288082,138,搞笑,1672302600,30
951953890,738626391,离谱！后排吃个火锅而已啊！,1679197434,138,搞笑,1679197434,28
951953890,824396205,上帝创造你男友的过程,1680411612,47,短片·手书·配音,1680411612,11
951953890,655050636,臀大肌自动爆装备？！,1681552269,138,搞笑,1681552269,61
951953890,396913008,《对接の小曲3.0》(官方）,1680276696,138,搞笑,1680319200,146
951953890,526125517,后排F4很内向，上课不敢睁眼！,1679107733,138,搞笑,1679107733,63
951953890,994659392,《关于我爸去P城出差那件事》,1681008167,138,搞笑,1681008167,69
951953890,484317092,给相亲女生发试卷,1680067745,138,搞笑,1680321600,232
951953890,697293437,喝，长大了,1681210048,138,搞笑,1681210048,84
951953890,569559929,如何在手榴弹爆炸中生还？,1680609744,201,科学科普,1680609744,153
951953890,994328760,现在谁生气还扔书包啊,1680156904,158,穿搭,1680156904,11
951953890,732781458,我宣布！班主任才配做我的朋友！,1668833013,138,搞笑,1668833013,30
951953890,435176882,课桌恶魔,1673582296,17,单机游戏,1673582295,27
951953890,484266461,康帅傅：我就是这被这破玩意卷死的,1680076948,76,美食制作,1680170400,368
951953890,641025589,关于网课老师被我吓哭那件事,1651207718,138,搞笑,1651207718,11
951953890,781882801,这台机器竟然是有生命的？,1680512530,229,设计·创意,1680516000,168
951953890,305156374,明明是三个人的游戏啊！,1668600640,138,搞笑,1668600640,27
951953890,396627453,高考之后别撕书，这么玩再消费一把课本,1679907956,161,手工,1679916600,32
951953890,312042188,当你的兄弟是公司高管时,1680519581,138,搞笑,1680519580,187
951953890,654490889,【医学博士】如何拯救透支的肾？I 少了一个肾，你还能活多久？,1680335726,201,科学科普,1680341400,509
951953890,781787956,我要为民除害！,1680257661,17,单机游戏,1680257661,86
951953890,902529593,下课千万别睡觉！！,1668334373,138,搞笑,1668334373,28
951953890,354491626,好想把这件衣服焊在身上！,1680514050,161,手工,1680775200,137
951953890,654405017,当你爸开车时,1680413363,138,搞笑,1680413363,78
951953890,739548617,一定是足够亲密 才会没有顾忌地表达吧,1680635668,21,日常,1680654254,62
951953890,439345914,大学后知后觉的尴尬,1680175250,138,搞笑,1680175250,69
909374453,654433930,这鳄鱼到底吃啥啊？,1680342816,138,搞笑,1680342816,159
909374453,950614991,这肯定不是蛇,1677996176,221,野生动物,1677996176,82
909374453,484614934,《我和我的鳄鱼》终结篇！,1680599439,138,搞笑,1680602314,230
909374453,866671066,最特殊的大熊猫“族群”，号称永不外借！,1679797501,221,野生动物,1679797500,73
909374453,782178711,把100只蚂蚁扔到一只水蛭身上！会发生什么事？,1680949644,201,科学科普,1681461000,195
909374453,312006467,水族店卖这条鱼，你敢要吗,1680525658,222,小宠异宠,1680525658,28
909374453,824232377,喂个鱼！我是个有仇必报的人！得罪我你还想好过？,1679819147,222,小宠异宠,1679819147,93
909374453,695344305,把一只水蛭用大头针竖穿过去！它还能活多久？,1677659833,201,科学科普,1677659832,170
909374453,429795974,跳跳鳄～,1661190028,222,小宠异宠,1661190028,9
909374453,598096244,以为咬到主人，陷入深深自责的鳄鳄,1656914170,222,小宠异宠,1656914170,73
909374453,608751636,被海蛇来一口会怎么样,1675439074,222,小宠异宠,1675477200,27
909374453,253166746,听听鳄鱼的咬合力,1642473629,75,动物综合,1642473629,21
909374453,690017009,谁这么大胆在寝室养鳄鱼,1668424686,220,动物二创,1668424686,12
909374453,440718560,还以为这家伙寄了,1678194013,21,日常,1678194013,23
909374453,951867978,感受一下被狗狗追杀的感觉,1680247963,219,汪星人,1680247963,80
909374453,377973743,小鳄鱼吃大螃蟹，这吃货太猛了，这也能咬碎吃掉！,1631099789,222,小宠异宠,1631099789,103
909374453,823695978,这么大一条够炫一个月了吧,1679219249,76,美食制作,1679219249,11
909374453,719273842,宠物小鳄鱼到底能不能养熟？,1637410547,222,小宠异宠,1637410547,78
909374453,267219059,老铁的黄金磁铁，能提出多少黄金？,1676894206,21,日常,1676894206,71
909374453,633011322,一块九买一条鲨鱼，一口被凶猛的鳄鱼吞进去！,1632047932,222,小宠异宠,1632047932,105
909374453,777215639,今天安排一个烤乳猪！,1672738620,138,搞笑,1672738619,190
909374453,433733573,金鳄斗罗 武魂真身,1670929909,222,小宠异宠,1670929909,13
909374453,211244318,金枪鱼为什么不能停止游动,1643722085,201,科学科普,1643722085,68
909374453,525273373,印度：我有自己国产熊猫了，鳄鱼：你理智点,1677646128,75,动物综合,1677646128,72
909374453,349894801,金色的童年，甜蜜的口感！,1673087573,138,搞笑,1673087573,187
909374453,609148348,宠物貂 鳄鱼 乌龟谁抓鱼更厉害？豪先生在鱼缸里做实验。,1676164037,222,小宠异宠,1676164037,323
909374453,951540654,关于那些超级英雄的继承者们，你最喜欢哪一个？,1679629241,183,影视剪辑,1679629241,129
909374453,890765594,宠物鳄鱼到底能不能长大？专业人士为你解答。,1632918802,222,小宠异宠,1632918802,102
909374453,865511688,第二批小鸡出来了，给它做个育雏箱！,1677947176,138,搞笑,1678179600,186
909374453,824018814,震惊！一男子给宠物狗娶妻，没想到最后发现是兄弟？,1679685785,138,搞笑,1679734800,175
909374453,525434387,如果可以，我们养殖场可以购买小河！,1677811597,221,野生动物,1677811597,14
909374453,518511067,今天整个鸡吃！,1670581271,138,搞笑,1670581271,175
909374453,776362499,还是大锅炖起来爽啊！,1671108649,215,美食记录,1671108649,175
909374453,609952821,四个藏香猪跑出来都把院子整坏了！,1677234231,138,搞笑,1677234231,183
909374453,204616644,鳄鱼：游个泳，偶遇条鱼，也是合情合理的一件事！,1615022474,220,动物二创,1615022474,31
909374453,220181377,史上最大的鳄鱼，长10米重14吨，曾把恐龙当食物！,1668739501,220,动物二创,1668739501,102
909374453,994123384,有点摆烂，又有点积极,1679751447,219,汪星人,1679751447,37
909374453,841060506,养一只鳄鱼首先要有被咬的心理准备!养鳄鱼是啥体验?【许伯简芝】,1592820049,221,野生动物,1592820037,688
909374453,824358868,狂潮李有田都不敢这么玩，阿拉斯加某小镇庆祝独立日把汽冲下悬崖,1680234911,21,日常,1680234911,227
909374453,945658094,龙雅 这是什么蛇？,1669612286,75,动物综合,1669612286,11
866840844,686696625,汪 汪 队 缺 大 德,1659592752,138,搞笑,1659592752,25
866840844,906665933,我是九转大肠胖男孩,1676116655,138,搞笑,1676116655,55
866840844,696854440,【小魔】牛排里的红色汁水，竟然不是血！,1680081093,201,科学科普,1680145800,44
866840844,441964999,别问！问就是不信！,1680322130,138,搞笑,1680322130,42
866840844,431390716,还有这种事？,1665482813,138,搞笑,1665565200,101
866840844,739049162,你考试时的大脑,1679743376,17,单机游戏,1679743376,75
866840844,569266397,《才 艺 展 示》,1680263176,138,搞笑,1680264717,160
866840844,484463121,【梗指南】外外外星人是什么梗,1680417767,138,搞笑,1680431400,126
866840844,396703240,蜘蛛侠的战衣还有加热功能，钢铁侠：这都是我吃过的亏！,1679901678,182,影视杂谈,1679901678,188
866840844,213363519,谁说每天熬夜的不算英雄,1650167814,138,搞笑,1650167814,28
866840844,941328308,妈 不 吹 空 调,1658741449,138,搞笑,1658741449,52
866840844,311835377,【灵动创想】 陀螺界王者之剑！ 欧布圣剑，四核连发，无限加速！ 和小伙伴一起竞技对战更刺激！,1680145946,210,手办·模玩,1680145945,31
866840844,951826525,电梯广告要是这样拍，谁还看手机啊？,1680172417,138,搞笑,1680177600,54
866840844,991147354,看完流浪地球2，我整个人都不对劲了,1675330320,138,搞笑,1675330320,77
866840844,467341449,碳基生物真的很喜欢推门,1647586992,138,搞笑,1647586991,72
866840844,654306277,炸裂！《越狱兔》到底有多离谱？动画界最强战力？,1680265483,253,动漫杂谈,1680265483,441
866840844,824682526,“师傅你是做什么工作的？”“做思想工作的,1680921346,218,喵星人,1680944700,234
866840844,311446696,假如全球智商都变低（四）,1679470781,85,小剧场,1679470781,100
866840844,903905262,免疫系统：这把高端局！,1671449187,138,搞笑,1671449187,36
866840844,520182546,我们是聪明宝贝不上当,1668504897,138,搞笑,1668504897,14
866840844,311798520,西瓜...已经...无所谓了...《最 骚 营 销 号 50》,1680162732,201,科学科普,1680233400,608
866840844,223145900,别再问我做什么工作的了……,1674272903,138,搞笑,1674272903,16
866840844,441803563,我有一个军事化管理我的大爷,1680155304,138,搞笑,1680339600,101
866840844,951839799,三位伟大的科学家 到最后都在默默的为人类付出自己的智慧,1680085914,138,搞笑,1680085914,62
866840844,781687798,假如穿越到缺纸的世界,1679814925,85,小剧场,1679814925,124
866840844,420767003,鱿鱼游戏主办人看了都迷糊,1633239071,138,搞笑,1633239071,29
866840844,269362833,兄弟电话永远打不通,1680172360,138,搞笑,1680179520,133
866840844,226834630,一个没有...钱的世界,1680234919,47,短片·手书·配音,1680234919,61
866840844,994281405,原来真的有人会一秒脸红....,1680160056,138,搞笑,1680319800,338
866840844,713467665,干了这碗饭我已经忘了原唱,1609658993,138,搞笑,1609658993,30
866840844,526793950,看火影的和看JOJO的都沉默了......,1680105689,27,综合,1680148800,185
866840844,224283189,流浪大肠计划,1676300207,216,鬼畜剧场,1676365200,229
866840844,441986982,高情商秘书VS低情商秘书,1680316726,138,搞笑,1680316726,186
866840844,471740763,母乳里有什么？,1659585672,201,科学科普,1659585639,27
866840844,739161876,"【首次尝试""MV""编舞】 这波属实是起飞了",1679986780,47,短片·手书·配音,1679989016,109
866840844,951629916,环太平洋最小最萌机甲“拳击手”，小个子却能发挥至关重要的作用,1679988322,182,影视杂谈,1679988322,168
866840844,376372323,你爱我我不爱你，蜜雪冰城……啥味啊？,1624338563,138,搞笑,1624338563,23
866840844,934393402,什么？前方有瓜？,1637990713,138,搞笑,1637990713,41
866840844,774507461,打开这个视频让你爽一天,1667099965,138,搞笑,1667099965,79
866840844,908712788,你管这叫新手？？,1679176761,17,单机游戏,1679189100,63
909588723,343293316,捡了只保护动物,1657596510,138,搞笑,1657596510,121
909588723,569702946,喝了它有神奇的力量,1680845876,138,搞笑,1680845876,154
909588723,397263718,《 德国品牌，闪击污渍 》,1681037208,138,搞笑,1681037207,168
909588723,561956797,这是哪里的牌子？,1666872946,138,搞笑,1666872946,141
909588723,482216280,有这个牌子吗？,1676802615,138,搞笑,1676802615,127
909588723,694150198,《 乱 飙 》,1676093301,138,搞笑,1676093301,120
909588723,780450171,卖家你最好是不要让我找到你,1677843309,138,搞笑,1677843309,161
909588723,900053765,老板：本来就是这样的,1661763074,138,搞笑,1661767389,122
909588723,225780192,你小子晚上睡觉别睡太死！,1678536951,138,搞笑,1678536951,172
909588723,298209517,唐僧智取蓬莱仙岛,1650023108,210,手办·模玩,1650023108,112
909588723,439515609,【1月】因为太怕痛就全点防御力了 第二季 08【独家正版】,1680708601,33,连载动画,1680708601,1421
909588723,773711653,我再也不买古玩了,1664789045,138,搞笑,1664789044,174
909588723,354568542,小学生迷惑行为大赏？！吃饭喝水慎入，笑岔气一律不负责！,1680696013,138,搞笑,1680696013,372
909588723,782178711,把100只蚂蚁扔到一只水蛭身上！会发生什么事？,1680949644,201,科学科普,1681461000,195
909588723,994661606,快让你们的好兄弟给你搞一台宝马RR！,1680798076,138,搞笑,1680840000,184
909588723,227051290,美国时代广场，被中国网友疯狂整活,1680612996,138,搞笑,1680612996,64
909588723,484615123,《 薯 片 土 豆 泥 》,1680700212,76,美食制作,1680700212,79
909588723,478296413,这种抗原两条杠是什么意思啊？,1674558777,138,搞笑,1674558777,160
909588723,300629309,老板说这是秦朝的骑兵，有没有懂的帮忙看看,1657106288,138,搞笑,1657106288,93
909588723,521090847,《 真 的 狠 》,1670487436,138,搞笑,1670491200,153
909588723,824570230,当我把眼睛变成全白再躺到男友身边…他人傻了！,1680607669,138,搞笑,1680607669,110
909588723,464426577,《世 界 冥 牌》！,1638010343,138,搞笑,1638010343,130
909588723,697113268,钓到这条鱼以后，在村里迷路了，背着走了几圈,1680597033,76,美食制作,1680699600,729
909588723,909317041,骚 话 公 寓！！,1680150293,22,鬼畜调教,1680166800,125
909588723,650511808,年纪大了就是容易犯困啊,1674214565,138,搞笑,1674214565,188
909588723,994550848,"刘某喜提""桑葚榨汁姬""荣誉称号",1680681121,21,日常,1680681121,114
909588723,227082563,水果不大威力惊人,1680663912,212,美食侦探,1680663911,97
909588723,527668574,这什么玩意儿？,1681825341,138,搞笑,1681825341,159
909588723,484595081,《套娃老头》,1680766149,138,搞笑,1680766148,104
909588723,739613949,坩埚是什么材料做的？为什么上千度的高温铁水，都不能熔化它？,1680600501,201,科学科普,1680600501,160
909588723,434762966,琥珀里面有长颈鹿正常吗？,1672825615,138,搞笑,1672825615,150
909588723,909578111,铁蛋吃个东西能喂饱个鸡……,1680605078,138,搞笑,1680605078,143
909588723,484594567,死去的记忆又开始攻击我了,1680696062,252,仿妆cos,1680696062,10
909588723,994731513,停更了快两年半，网上竟说我死了？！,1680883628,138,搞笑,1680912000,259
909588723,354636089,笑死，这些包装真是离大谱！我又又又被骗了！！,1680842707,213,美食测评,1680858600,470
909588723,227174277,《盘点我家的奇葩东西》,1680954204,21,日常,1680954204,82
909588723,269401065,千万别动大学生的软肋,1680434657,138,搞笑,1680434657,64
909588723,569513145,哑 巴 新 娘,1680585846,138,搞笑,1680585846,48
909588723,782236712,探秘全世界最贵超市！1000元能买什么？到底有多贵？,1680945197,212,美食侦探,1680948000,381
909588723,484745255,为什么两年前我要花1000买这个,1680774050,219,汪星人,1680774050,56
269401065,389634840,是时候让舍友懂得如何做一个合格的大学生了,1667269241,138,搞笑,1667269241,91
269401065,823733283,很内向，出门只走下水道,1679203804,47,短片·手书·配音,1680138000,195
269401065,732234812,与其委屈自己，不如为难舍友,1667449083,138,搞笑,1667449083,101
269401065,347357203,净化宿舍环境，从我做起,1667815005,138,搞笑,1667815005,99
269401065,395772939,人民网说这梗低俗，那我回家锄地,1678545592,138,搞笑,1678545592,26
269401065,860639167,舍友的行为素质，岂是一朝一夕能改变过来的,1669794522,138,搞笑,1669809600,93
269401065,993884151,成为大四的特殊待遇,1679567199,138,搞笑,1679567199,83
269401065,735351488,如果舍友做的不对，就要温柔的告诉他,1673615804,138,搞笑,1673615804,87
269401065,824396205,上帝创造你男友的过程,1680411612,47,短片·手书·配音,1680411612,11
269401065,261867309,提升舍友素质是我大学四年的使命,1666353334,138,搞笑,1666353334,99
269401065,311814034,我不允许还有人不知道万叶偷帽子这个梗！,1680174758,25,MMD·3D,1680174758,12
269401065,994659230,可视化生物机械运动,1680776118,162,绘画,1680776118,70
269401065,441362514,给外国留学生建豪华宿舍，强迫中国学生腾宿舍，又不花一分钱可以上中国的任何一个大学，建议取消所有在中国的外国留学生的超国民待遇,1679280361,21,日常,1679280361,124
269401065,909427138,不和异性暧昧很难吗？,1680432573,47,短片·手书·配音,1680432573,109
269401065,732829900,哥俩还是不服软，看来还得加练,1668772176,138,搞笑,1668772176,86
269401065,311981513,大学生的变脸速度,1680514532,138,搞笑,1680514532,77
269401065,952426380,出来玩儿比学习都认真,1681383952,138,搞笑,1681383952,64
269401065,654611837,同事和你必须开除一个时,1680748496,138,搞笑,1680748496,253
269401065,312042188,当你的兄弟是公司高管时,1680519581,138,搞笑,1680519580,187
269401065,569513145,哑 巴 新 娘,1680585846,138,搞笑,1680585846,48
269401065,654405017,当你爸开车时,1680413363,138,搞笑,1680413363,78
